Index,Name,Level,Type,Center Latitude,Center Longitude,Extent NS (miles),Extent EW (miles),Notes,Parent,IsPageScraped?,URL
1322,Wallowa Mountains,4,Mountain range with well-recognized name,45.41666667,-117.2,92,72,,Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=1322
1323,Western Idaho Ranges,4,Bogus mountain grouping for this site,45.2,-116.6,181,61,,Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=1323
1324,South Columbia Plateau,4,Bogus mountain grouping for this site,44.48333333,-119.8333333,174,172,,Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=1324
1330,Northwest Great Basin Ranges,4,Bogus mountain grouping for this site,41.51666667,-119.4666667,358,262,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1330
1331,North Great Basin Ranges,4,Bogus mountain grouping for this site,42.18333333,-115.4333333,224,260,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1331
1332,West Central Nevada Ranges,4,Bogus mountain grouping for this site,39.45,-117.2,219,174,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1332
1333,East Central Great Basin Ranges,4,Bogus mountain grouping for this site,39.45,-114.7833333,243,138,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1333
1334,East Great Basin Ranges,4,Bogus mountain grouping for this site,39.63333333,-112.9833333,378,126,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1334
1335,West Great Basin Ranges,4,Bogus mountain grouping for this site,37.46666667,-118,252,198,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1335
1336,South Great Basin Ranges,4,Bogus mountain grouping for this site,36.96666667,-115.5,185,210,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1336
1337,Mojave Desert Ranges,4,Bogus mountain grouping for this site,34.76666667,-116.35,191,253,,Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=1337
1340,Roan Cliffs,4,Miscellaneous physical or political Feature,39.53333333,-109.6,96,195,,Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=1340
1341,Central Utah Plateaus,4,Highland or plateau,38.58333333,-112.0833333,197,138,,Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=1341
1342,Canyonlands,4,Bogus mountain grouping for this site,38.21666667,-109.9666667,188,240,,Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=1342
1343,Grand Canyon Plateaus,4,Highland or plateau,36.28333333,-112.7166667,141,144,,Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=1343
1344,Navajo Area,4,Bogus mountain grouping for this site,36.11666667,-110.2,166,188,,Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=1344
1345,Central Arizona Highlands,4,Bogus mountain grouping for this site,34.35,-110.7666667,213,229,,Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=1345
1346,Southeast Colorado Plateau,4,Bogus mountain grouping for this site,35.65,-108.1333333,274,231,,Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=1346
1350,Northwest Arizona Ranges,4,Bogus mountain grouping for this site,34.73333333,-112.7833333,202,224,,Southwest Basins and Ranges,Yes,http://peakbagger.com/range.aspx?rid=1350
1351,North Sonoran Desert Ranges,4,Bogus mountain grouping for this site,32.33333333,-112.9333333,270,246,,Southwest Basins and Ranges,Yes,http://peakbagger.com/range.aspx?rid=1351
1352,South Sonoran Desert Ranges,4,Bogus mountain grouping for this site,29.46666667,-111.1,267,226,,Southwest Basins and Ranges,Yes,http://peakbagger.com/range.aspx?rid=1352
1353,Southeast Arizona Ranges,4,Bogus mountain grouping for this site,32.28333333,-110.2333333,207,170,,Southwest Basins and Ranges,Yes,http://peakbagger.com/range.aspx?rid=1353
1354,Southwest New Mexico Ranges,4,Bogus mountain grouping for this site,32.9,-107.9166667,305,164,,Southwest Basins and Ranges,Yes,http://peakbagger.com/range.aspx?rid=1354
1355,Southeast New Mexico Ranges,4,Bogus mountain grouping for this site,33.8,-105.7333333,240,180,,Southwest Basins and Ranges,Yes,http://peakbagger.com/range.aspx?rid=1355
1356,Trans-Pecos Texas Ranges,4,Bogus mountain grouping for this site,30.85,-104,259,316,,Southwest Basins and Ranges,Yes,http://peakbagger.com/range.aspx?rid=1356
1400,Muskwa Ranges,4,Mountain range with well-recognized name,57.85,-124,263,269,,Far Northern Rockies,Yes,http://peakbagger.com/range.aspx?rid=1400
1401,Hart Ranges,4,Mountain range with well-recognized name,54.98333333,-121.15,175,228,,Far Northern Rockies,Yes,http://peakbagger.com/range.aspx?rid=1401
1410,Northern Continental Ranges,4,Geographically-defined sub-range,53.71666667,-118.9,120,164,,Canadian Rockies,Yes,http://peakbagger.com/range.aspx?rid=1410
1411,Central Main Ranges,4,Geographically-defined sub-range,52.11666667,-117.85,126,136,,Canadian Rockies,Yes,http://peakbagger.com/range.aspx?rid=1411
1412,Central Front Ranges,4,Geographically-defined sub-range,52.21666667,-116.3666667,163,145,,Canadian Rockies,Yes,http://peakbagger.com/range.aspx?rid=1412
1413,Southern Continental Ranges,4,Geographically-defined sub-range,50.31666667,-115.25,159,151,,Canadian Rockies,Yes,http://peakbagger.com/range.aspx?rid=1413
1420,Northwest Montana Ranges,4,Bogus mountain grouping for this site,48.11666667,-114.9333333,175,142,,Central Montana Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1420
1421,Glacier National Park Ranges,4,Mountain range with well-recognized name,48.9,-113.4,94,106,,Central Montana Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1421
1422,Bob Marshall Ranges,4,Bogus mountain grouping for this site,47.7,-112.7833333,111,136,,Central Montana Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1422
1423,West Central Montana Ranges,4,Bogus mountain grouping for this site,46.1,-112.7833333,137,133,,Central Montana Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1423
1424,Central Montana Ranges,4,Bogus mountain grouping for this site,46.81666667,-109.7333333,168,215,,Central Montana Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1424
1425,Southwest Montana Ranges,4,Bogus mountain grouping for this site,45.28333333,-112.1833333,91,67,,Central Montana Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1425
1430,Clearwater Mountains,4,Mountain range with well-recognized name,46.35,-115.65,134,106,,Idaho-Bitterroot Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1430
1431,Bitterroot Range,4,Mountain range with well-recognized name,45.98333333,-114.4833333,304,268,,Idaho-Bitterroot Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1431
1432,Salmon River Mountains,4,Mountain range with well-recognized name,44.81666667,-115.1166667,106,122,,Idaho-Bitterroot Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1432
1433,Sawtooth-Ketchum-Boise Area,4,Bogus mountain grouping for this site,43.48333333,-114.55,134,253,,Idaho-Bitterroot Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1433
1434,Lost River-Lemhi Ranges,4,Bogus mountain grouping for this site,44.36666667,-113.5,115,69,,Idaho-Bitterroot Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1434
1440,Teton Range-Yellowstone Area,4,Bogus mountain grouping for this site,44.53333333,-111.0166667,195,101,,Greater Yellowstone Rockies,Yes,http://peakbagger.com/range.aspx?rid=1440
1441,Absaroka Range,4,Mountain range with well-recognized name,44.45,-109.4166667,194,149,,Greater Yellowstone Rockies,Yes,http://peakbagger.com/range.aspx?rid=1441
1442,Bighorn Mountains,4,Mountain range with well-recognized name,44.61666667,-107.5833333,217,150,,Greater Yellowstone Rockies,Yes,http://peakbagger.com/range.aspx?rid=1442
1443,Wind River Range,4,Mountain range with well-recognized name,42.81666667,-109.2166667,133,97,"<br><p>The Wind River Range is quite possibly the single most dominant range of the hundred or so that make up the Rockies in the United States.  Exceptionally long, wide, high, rugged, and remote, the Winds (as they are affectionately known) are little known outside of the hiking and mountaineering communities, but to many they are clearly the quintessential Rocky mountain range.</p><p>The Wind River Mountains run for 90 miles in a straight line due northwest-southeast in west-central Wyoming.  They are only connected to other mountains at their northwest end, and all along their length they rise directly from expansive flatlands.  The Continental Divide runs along the entire crest of the range.</p><p>One of the most striking thing about the Winds is their remoteness.  No roads cross the range, and in most places the crest is over twenty miles from the nearest trailhead.  There are no National Parks or famous landmarks to draw the hordes of tourists that descend on nearby Yellowstone, so even though parts of the range can be somewhat crowded with backpackers and climbers in summer, there are almost no casual tourists or R.V. campers clogging the very few roads and towns.</p><p>The Winds are also the highest range in the Rockies outside of Colorado, with about 40 peaks over 13,000 feet, including <a href=""peak.aspx?pid=5352"">Gannett Peak</a> (13,804'), Wyoming's highest.  Unlike the Colorado ranges, the Winds, owing to their more northerly location, harbor extensive glaciers, especially in the northern part of the range, where all but one of the thirteeners rise.  Though not large by world or Mount Rainier standards, they give the Winds a decidedly more alpine character than perhaps any other Rocky Mountain Range south of Canada.</p><table width=""95%"" align=""center"">      </table>",Greater Yellowstone Rockies,Yes,http://peakbagger.com/range.aspx?rid=1443
1444,Great Divide Basin Area,4,Bogus mountain grouping for this site,41.83333333,-107.9333333,196,191,,Greater Yellowstone Rockies,Yes,http://peakbagger.com/range.aspx?rid=1444
1450,Southeast Idaho Ranges,4,Bogus mountain grouping for this site,42.78333333,-112.1166667,138,119,,Western Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1450
1451,Wyoming Overthrust Belt Ranges,4,Bogus mountain grouping for this site,42.31666667,-110.2333333,140,87,,Western Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1451
1452,Wasatch Range,4,Mountain range with well-recognized name,40.86666667,-111.65,246,73,,Western Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1452
1453,Uinta Range,4,Mountain range with well-recognized name,40.88333333,-109.9166667,131,164,,Western Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1453
1460,Park Range,4,Mountain range with well-recognized name,41.06666667,-107.1666667,106,89,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1460
1461,Southern Wyoming Ranges,4,Bogus mountain grouping for this site,41.63333333,-105.8333333,170,127,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1461
1462,Flat Tops Area,4,Bogus mountain grouping for this site,40.03333333,-107.6,70,95,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1462
1463,Front Range,4,Mountain range with well-recognized name,39.48333333,-105.5,170,97,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1463
1464,Elk Range Area,4,Bogus mountain grouping for this site,39,-107.55,78,106,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1464
1465,Sawatch Range,4,Mountain range with well-recognized name,38.9,-106.3666667,139,79,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1465
1466,Central Colorado Ranges,4,Bogus mountain grouping for this site,39.8,-106.3333333,133,63,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1466
1467,San Juan Mountains,4,Mountain range with well-recognized name,37.4,-107.3166667,189,178,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1467
1468,Sangre de Cristo Range,4,Mountain range with well-recognized name,36.76666667,-105.2833333,242,120,,Southern Rocky Mountains,Yes,http://peakbagger.com/range.aspx?rid=1468
1500,Canadian Arctic Shores,4,Bogus mountain grouping for this site,65.81666667,-110.5833333,662,1406,,Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1500
1501,North-Central Canadian Shield,4,Bogus mountain grouping for this site,59.23333333,-102,767,806,,Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1501
1502,Northern Ontario,4,Bogus mountain grouping for this site,51.6,-88.08333333,784,877,,Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1502
1503,Northern Quebec,4,Bogus mountain grouping for this site,55.35,-71.95,1000,649,,Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1503
1504,Torngat Mountains,4,Mountain range with well-recognized name,59.18333333,-64.33333333,196,130,,Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1504
1505,Central and South Labrador,4,Miscellaneous physical or political Feature,54.13333333,-60.61666667,561,406,,Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1505
1506,Laurentian Mountains,4,Mountain range with well-recognized name,47.28333333,-74.61666667,267,459,,Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1506
1507,Adirondack Mountains,4,Mountain range with well-recognized name,44.11666667,-74.88333333,182,162,"<br><p>The Adirondacks are not part of the Appalachian Mountains, despite being just across Lake Champlain from the Green Mountains and just across the Mohawk River from the Catskills, both Appalachian ranges.  Aside from the broad valleys that separate the Adirondacks from its neighbors, the geology of the range is very distinct--steep, rocky slabs of exposed bedrock and a more jumbled topography give the Adirondacks the same general wild, rugged character and feeling of the Canadian Shield territory to the north.  <p>So, even though the U.S. Geological Survey's map of physiographic regions groups the Adirondacks in the ""Appalachian Highlands Division"", and the range lies well south of the rest of the Canadian Shield, classifying them as part of the Appalachian Mountains is just plain wrong.  So this site places the triangle of land between the Saint Lawrence, the Mohawk, and Lake Champlain as a dangling outlier of the huge, geologically similar belt of the lowlands and hills stretching across Canada.  <p>The Adirondacks, especially the High Peaks area, are perhaps the most consistently high, wild, and remote mountain area in the eastern United States.  The White Mountains may be higher, some of Maine's peaks more remote, and both states's ranges more extensive, but only the Adirondacks combine a huge area of rugged mountians and remote wilderness.  Trails here are generally steeper and more rugged than those in New England, and about half of the 50 highest peaks don't even have maintained trails.  Some of the higher peaks are so far from roads that many hikers are not able to do them on dayhikes, a situation almost unheard of in the most Appalachian ranges.  <p>Most of the Adirondacks remained an unexplored wilderness well into the mid-1800s, when huge parts of the Rockies had already been well-mapped.<table width=""95%"" align=""center""></table>",Canadian Shield,Yes,http://peakbagger.com/range.aspx?rid=1507
1510,Canadian Great Plains,4,Miscellaneous physical or political Feature,54.68333333,-110.3166667,991,1100,,Great Plains,Yes,http://peakbagger.com/range.aspx?rid=1510
1511,Northern US Great Plains,4,Bogus mountain grouping for this site,45.31666667,-101.0166667,392,672,,Great Plains,Yes,http://peakbagger.com/range.aspx?rid=1511
1512,Black Hills,4,Mountain range with well-recognized name,44.13333333,-103.7333333,121,143,,Great Plains,Yes,http://peakbagger.com/range.aspx?rid=1512
1513,Central Great Plains,4,Geographically-defined sub-range,40.31666667,-99.41666667,631,774,,Great Plains,Yes,http://peakbagger.com/range.aspx?rid=1513
1514,Southern Great Plains,4,Geographically-defined sub-range,32.08333333,-97.01666667,863,907,,Great Plains,Yes,http://peakbagger.com/range.aspx?rid=1514
1520,Upper Mississippi Area,4,Bogus mountain grouping for this site,44.6,-92.11666667,838,517,,Midwest-Great Lakes Area,Yes,http://peakbagger.com/range.aspx?rid=1520
1521,Superior Upland,4,Highland or plateau,46.58333333,-89.13333333,241,499,,Midwest-Great Lakes Area,Yes,http://peakbagger.com/range.aspx?rid=1521
1522,Lower Peninsula-Heartland,4,Bogus mountain grouping for this site,41.4,-85.05,612,578,,Midwest-Great Lakes Area,Yes,http://peakbagger.com/range.aspx?rid=1522
